RLM_Learning_ActionText__c,RLM_Learning_Active__c,RLM_Learning_Description__c,RLM_Learning_Header__c,Name,RLM_Learning_Note__c,RLM_Learning_Sub_Header__c,RLM_Learning_Action__r.Name,RLM_Learning_Icon__r.Name
,true,"<p><br></p><p>To discover Contract Lifecycle Management capabilities<a href=""/lightning/o/Contract/list?filterName=AllContracts"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong> </strong></a><a href=""/lightning/app/standard__SalesforceContracts/page/home"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Launch App</strong></a><a href=""/lightning/app/standard__SalesforceContracts/page/home"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong> </strong></a>here.</p>",,Salesforce Contracts Launch App Popup Text,,,,
,true,"<p>Salesforce Contracts provides a highly usable, configurable, and extensible contracting platform that can be integrated with industry specific use cases. Salesforce Contracts functionality is centered around the &quot;Contract&quot; object of Salesforce, which is enriched and extended to support this new application.</p><p><br></p><ul><li><a href=""https://developer.salesforce.com/docs/atlas.en-us.clm_developer_guide.meta/clm_developer_guide/clm_objects_overview.htm"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Salesforce Contracts Standard Objects</strong></a>: Use standard objects to work with the Salesforce Contracts application.</li><li><a href=""https://developer.salesforce.com/docs/atlas.en-us.clm_developer_guide.meta/clm_developer_guide/connect_resources_contracts_resources.htm"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Salesforce Contracts Resources</strong></a>: Salesforce Contracts Business APIs (CLM and E-signature) are RESTful APIs that are sometimes available as Apex classes and methods.</li><li><a href=""https://help.salesforce.com/s/articleView?id=ind.qocal_contract_management_essentials.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Invocable Actions for Salesforce Contracts</strong></a>: With invocable actions, create your own Salesforce Flows, triggering various functions within Salesforce Contracts. You can create document versions, create and update contracts, perform various contract actions, and send contracts for e-signature.</li></ul><p>↗ <a href=""https://developer.salesforce.com/docs/atlas.en-us.clm_developer_guide.meta/clm_developer_guide/clm_intro.htm"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Go to the Salesforce Contracts Developer Guide</strong></a></p>",,Salesforce Contracts Customize Capabilities Popup Text Block,,,,
,true,"<p>You can access the Usage Management app from the app launcher. The home page of the Usage Management app is divided into sections such as Policy Definition and Consumption Details. These sections are available out-of-the-box in Usage Management and are customizable.</p><p><br></p><ul><li><a href=""https://help.salesforce.com/s/articleView?id=ind.um_discover_and_explore.htm&amp;language=en_US&amp;type=5"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Discover and Explore Usage Management</strong></a> : Understand required licenses and supported personas for Usage Management, along with implementation considerations for your organization.</li><li><a href=""https://help.salesforce.com/s/articleView?id=ind.um_usage_management_setup.htm&amp;language=en_US&amp;type=5"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Usage Management Setup</strong></a>: To access Usage Management objects, enable the Usage Management setting. Set up Usage Modeling to manage consumption of usage-based products.</li><li><a href=""https://help.salesforce.com/s/articleView?id=ind.um_usage_management_setup.htm&amp;language=en_US&amp;type=5"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Rate Management Setup</strong></a>: Define rates and adjustments for usage resources, allowing the computing engine to calculate customer charges based on consumption.</li><li><a href=""https://help.salesforce.com/s/articleView?id=ind.um_usage_management.htm&amp;language=en_US&amp;type=5"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Usage Selling</strong></a>: Usage Selling allows selling products with usage benefits, creating quotes, orders, and records for consumption management and resource wallets.</li><li><a href=""https://help.salesforce.com/s/articleView?id=ind.um_consumption_management.htm&amp;language=en_US&amp;type=5"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Consumption Management</strong></a>: Track consumption, calculate overages, and generate invoice-ready summaries, including consumed units, overages, rates, and total payable amounts.</li><li><a href=""https://help.salesforce.com/s/articleView?id=ind.um_wallet_management.htm&amp;language=en_US&amp;type=5"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Wallet Management</strong></a>: The usage management process automatically creates wallets for each purchased usage resource for each account.</li></ul><p>↗ <a href=""https://help.salesforce.com/s/articleView?id=ind.um_usage_management.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Read More</strong></a></p>",,Usage Management Get Started Popup Block,,,,
,true,"<p>We&#39;ve got Usage Management set up for you. If you need to check the setup or review the steps, just refer to this.</p><p><br></p><p>Usage Management includes various permission sets for users. These steps represent one option for creating data in the org. The various setups needed are:</p><p><br></p><ul><li><a href=""https://help.salesforce.com/s/articleView?id=ind.um_usage_management.htm&amp;language=en_US&amp;type=5"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Create Products for Usage</strong></a> : <span style=""background-color: transparent;"">A product is considered sellable when it provides grants. You can create a sellable product of type Anchor or Pack. An anchor product is the main product or service, and a pack is an add-on product or service that provides additional units of usage resources.</span></li><li><a href=""https://help.salesforce.com/s/articleView?id=ind.um_create_unit_of_measure_class.htm&amp;language=en_US&amp;type=5"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Create Unit of Measure</strong></a>: <span style=""background-color: transparent;"">A unit of measure quantifies the consumption of a usage resource. You can define units of measure to support a wide range of usage resources. For example, a unit of measure can be time-based, volume-based, transaction-based, or count-based.</span></li><li><a href=""https://help.salesforce.com/s/articleView?id=ind.um_create_unit_of_measure_class.htm&amp;language=en_US&amp;type=5"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Create Units of Measure Class</strong></a>: <span style=""background-color: transparent;"">Unit of measure class groups the same type of units of measure. For example, the Currency unit of measure class groups various currencies such as Euro, Dollar, and Rupee.</span></li><li><a href=""https://help.salesforce.com/s/articleView?id=ind.um_usage_management.htm&amp;language=en_US&amp;type=5"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Create Usage Aggregation Policies</strong></a>: <span style=""background-color: transparent;"">Define the method used to aggregate consumption of a usage resource over a period.</span></li></ul><p>↗ <a href=""https://help.salesforce.com/s/articleView?id=ind.um_usage_management_setup.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Show Me how to Set Up Usage Management in Salesforce Help</strong></a></p>",,Usage Management Validate Setup Popup Text Block,,,,
,true,"<p><br></p><p>To get hands-on with Usage Management capabilities, <a href=""/lightning/app/standard__UsageManagement/page/home"" target=""_blank"" rel=""noopener noreferrer""><strong>Launch the App.</strong></a></p>",,Usage Management Launch App Popup Text Block,,,,
,true,"<p>Provide transparent, accurate, and efficient management of usage data and estimated usage amount to enhance revenue management capabilities.</p><p><br></p><ul><li><a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/usage_management_std_objects_parent.htm"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Usage Management Standard Objects</strong></a> : The Usage Management data model provides objects and fields to setup and manage consumption of usage-based products.</li><li><a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/usage_management_invocable_actions_parent.htm"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Usage Management Standard Invocable Actions</strong></a>: Learn more about the standard invocable actions available with Usage Management.</li><li><a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/usage_management_metadata_api_parent.htm"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Usage Management Metadata API Types</strong></a>: Metadata API enables you to access some types and feature settings that you can customize in the user interface.</li></ul><p>↗ <a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/usage_management_overview.htm"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Go to the Usage Management Developer Guide</strong></a></p>",,Usage Management Customize Capabilities Popup Block,,,,
,true,"<p>Product Catalog Management allows administrators and designers to quickly create and manage product portfolios using attributes, classifications, simple/bundled products, and rules, enabling faster, more efficient catalog management at market-leading speed.</p><p><br></p><p><strong style=""font-size: 14px;"">Glossary</strong></p><p><br></p><ul><li><strong>Bundled Products</strong>: Bundled products are a group of products that are sold together as one unit. You can create static or configurable bundled products. For static products, you can’t add or remove child products, alter product quantities, or configure product attributes at run time.</li><li><strong>Catalog</strong>: A catalog is a collection of the products that you sell, organized into categories for easier discoverability. You must create a catalog before you create catalog categories and assign products to the categories.</li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=ind.product_catalog_management_essentials.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Learn More</strong></a></p>",,Product Catalog Management Top Block,,,,
,true,"<p>You can access the Product Catalog Management app from the app launcher. The home page of the Product Catalog Management app is divided into sections such as Catalogs, Products, Attributes, and Rules. These sections are available out-of-the-box in Product Catalog Management and are customizable.</p><p><br></p><p><a href=""https://help.salesforce.com/s/articleView?id=ind.product_catalog_catalogs.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Catalogs</strong></a><strong>: </strong><span style=""color: rgb(0, 0, 0);"">A catalog is a collection of the products that you sell, organized into categories for easier discoverability. With Product Catalog Management you can create two types of catalogs — Sales and Service Process.</span></p><p><br></p><p><a href=""https://help.salesforce.com/s/articleView?id=ind.product_catalog_dynamic_attributes.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Dynamic Attributes</strong></a><strong>:</strong> <span style=""color: rgb(0, 0, 0);"">Attributes are the characteristics or properties of products. For example, a mobile phone product can have attributes like size, weight, storage capacity, display size, and camera specifications.</span></p><p><br></p><p><a href=""https://help.salesforce.com/s/articleView?id=ind.product_catalog_product_classifications.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Product Classification</strong></a><strong>:</strong> <span style=""color: rgb(0, 0, 0);"">A product classification is a template that you can use to quickly define and create products. Product classifications can be reused to create multiple products that are similar yet different.</span></p><p><br></p><p><a href=""/lightning/n/ApplicationDetails?c__appName=1.%20Product%20Catalog%20Management"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Manage your products and product bundles,</strong></a><span style=""color: rgb(0, 0, 0);""> </span><a href=""https://help.salesforce.com/s/articleView?id=ind.product_catalog_introduction.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>build your product catalogs</strong></a><span style=""color: rgb(0, 0, 0);"">, and more from the Product Catalog Management app&#39;s home page. Your admin can even customize it with the Lightning App Builder to perfectly fit your needs!</span></p>",,PCM_Learn,,,,
,true,"<p>We&#39;ve got Product Catalog Management set up for you. If you need to check the setup or review the steps, just refer to this.</p><p><br></p><p>Product Catalog Management includes various permission sets for users. These steps represent one option for creating data in the org. Customers can also consider alternative options for importing data, either from files or from other orgs.</p><p><br></p><p><strong style=""background-color: transparent;"">Object Setup</strong></p><p class=""ql-indent-1"">To complete the setup of Product Catalog Management, adjust the page layout and field access on the product catalog objects.</p><p><br></p><p><strong style=""background-color: transparent;"">Record Sharing</strong></p><p class=""ql-indent-1"">For runtime users to access the data created by product designers or catalog admins, set up record sharing for all PCM entities.</p><p><br></p><p>↗ <a href=""https://help.salesforce.com/s/articleView?id=ind.product_catalog_introduction.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Show Me how to Set Up Product Catalog Management in Salesforce Help</strong></a></p><p><br></p><p>↗ <a href=""https://help.salesforce.com/s/articleView?id=ind.pricing_salesforce_pricing.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Show me how to Set Up Product Discovery Pricing Procedure in Salesforce Help</strong></a></p><p><br></p><p>↗ <a href=""https://help.salesforce.com/s/articleView?id=ind.qocal_set_up_product_discovery.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Show me how to Update Product Discovery Settings in Salesforce help</strong></a></p>",,PCM_Check,,,,
,true,"<p>Create and manage a product catalog with components, such as attributes, product classifications, simple and bundled products, and rules.</p><p><br></p><ul><li><a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/pcm_overview.htm"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Product Catalog Management</strong></a></li></ul><p class=""ql-indent-2"">Use the developer resources of Product Catalog Management to manage and access data related to products, categories, and catalogs.</p><p class=""ql-indent-1""><br></p><ul><li><a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/product_discovery_overview.htm"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Product Discovery</strong></a></li></ul><p class=""ql-indent-2"">Use the developer resources of Product Discovery to get details of catalogs, categories, and products.</p><p><br></p><p>↗ <a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/pcm_parent.htm"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Go to the Product Catalog Management Developer Guide</strong></a></p>",,PCM_Explore,,,,
,true,"<p><strong style=""color: rgb(78, 124, 12); font-size: 14px; background-color: transparent;"">What's New in Summer '26</strong></p><p><strong style=""background-color: transparent; color: rgb(255, 255, 255); font-size: 14px;"">.....................................</strong></p><ul><li><strong style=""background-color: transparent; font-size: 14px;"">Product Discovery with Constraint Rules</strong><span style=""background-color: transparent; font-size: 14px;""> (Generally Available)</span></li><li><strong style=""background-color: transparent; font-size: 14px;"">Accelerated Deal Approvals in Slack</strong><span style=""background-color: transparent; font-size: 14px;"">.</span></li><li><strong style=""background-color: transparent; font-size: 14px;"">Guided Ramp Creation with Trial Segments</strong><span style=""background-color: transparent; font-size: 14px;"">.</span></li><li><strong style=""background-color: transparent; font-size: 14px;"">AI-Supported Bulk Contract Extraction</strong><span style=""background-color: transparent; font-size: 14px;"">.</span></li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=release-notes.rn_revenue.htm&amp;release=262&amp;type=5"" target=""_blank"" rel=""noopener noreferrer""><strong>Explore Summer &#39;26 Release Notes</strong></a></p><p><br></p><p><a href=""https://drive.google.com/file/d/1kvGZGF1-RBTC-1uqtlDxMRBc4U7WN7Hs/view"" target=""_blank"" rel=""noopener noreferrer""><strong>Revenue Cloud Data Sheet</strong></a></p>",,Home Left Top Block,,,,
,true,"<p><strong style=""font-size: 18px;"">Summer &#39;26 New Features</strong></p><p> </p><ul><li><strong style=""color: rgb(2, 80, 217);"">Group and Ramp Segment Scope Rules (Generally Available):</strong> The Advanced Configurator now applies transaction scope rules to Quote Groups and Ramp Segments, resolving cases where scope rules previously failed when groups were present on a quote, especially group ramps.</li><li><strong style=""color: rgb(2, 80, 217);"">Product Loader and Default Component (Generally Available):</strong> Automatically include default components from the product catalog when importing bundles, and use the new productField annotation to load standard or custom Product fields directly into CML attributes.</li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=release-notes.rn_product_configurator.htm&amp;release=262&amp;type=5"" target=""_blank"" rel=""noopener noreferrer""><strong>Read More</strong></a></p>",,Product Configurator Learning Block 2,,,,
,true,"<p>We&#39;ve got Product Configurator set up for you. If you need to check the setup or review the steps, just refer to this. Define and invoke configuration rules when configuring products.</p><p><br></p><p><strong style=""background-color: transparent;"">Create Rule Library</strong></p><ul><li>Rule creation requires a rule library. This library stores and runs the rules in the engine.</li></ul><p><strong style=""background-color: transparent;"">Enable Configuration Rules</strong></p><ul><li>Enable Configuration Rules for configuring products.</li></ul><p>↗ <a href=""https://help.salesforce.com/s/articleView?id=ind.product_configurator_introduction.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Show Me How to Set Up Product Configurator in Salesforce Help</strong></a></p>",,ProductConfig_Validate_Popup Section,,,,
,true,"<p><br></p><p><span style=""color: rgb(24, 24, 24);"">To access Product Configurator Rules Designer </span><a href=""/lightning/cmp/runtime_industries_constraints__constraint?"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Launch the App </strong></a><span style=""color: rgb(24, 24, 24);"">and navigate to </span><strong style=""color: rgb(24, 24, 24);"">Product Configuration Rules.</strong></p>",,ProductConfig_Validate_Popup Text,,,,
,true,"<p>Customize the components and attributes of a product to align with specific business requirements.</p><p><br></p><ul><li><a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/prod_config_std_objects_parent.htm"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Product Configurator Standard Objects</strong></a></li></ul><p class=""ql-indent-2"">The Product Configurator data model provides objects and fields to manage the product configurator flow.</p><ul><li><a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/product_configurator_business_api_overview.htm"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Product Configurator Business APIs</strong></a></li></ul><p class=""ql-indent-2"">Use the Product Configurator Business APIs to customize a product or a service according to your business-specific requirements.</p><p class=""ql-indent-2""><br></p><p>↗ <a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/prod_config_overview.htm"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Go to the Product Configurator Developer Guide</strong></a></p>",Customize Capabilities,Product Configurator Customise Popup Block,,,,
,true,"<h1><strong>Salesforce Pricing Learning Hub</strong></h1><p><img src=""/resource/InAppLearningImages/price-management-learning-block-2.png"" alt=""Salesforce Pricing""></p><p><br></p><p><a href=""https://trailhead.salesforce.com/content/learn/modules/salesforce-pricing-quick-look"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Salesforce Pricing: Quick Look</strong></a></p><p><span style=""font-size: 12px;"">Define a comprehensive pricing strategy to win deals and increase revenue.</span></p><p><br></p><p><a href=""https://trailhead.salesforce.com/content/learn/modules/price-management-with-revenue-cloud"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Price Management with Agentforce Revenue Management</strong></a></p><p><span style=""font-size: 12px;"">Use Salesforce Pricing to create custom pricing for your products.</span></p><p><br></p><p><a href=""https://trailhead.salesforce.com/content/learn/modules/advanced-price-management-with-revenue-cloud"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Advanced Price Management with Agentforce Revenue Management</strong></a></p><p>Expand your pricing skills with derived, contracts, and subscription-based pricing.</p>",,Price Management Learning Block 2,,,,
,true,"<p><strong style=""font-size: 18px;"">Summer &#39;26 Release Notes</strong></p><p><br></p><ul><li><strong style=""color: rgb(2, 80, 217);"">CSV Based Decision Tables (Generally Available):</strong> Source decision tables from CSV uploads that support more than 30 inputs and 5 outputs — create a decision table with Type CSV, upload the file, activate it, and map it to a pricing element in your pricing procedure.</li><li><strong style=""color: rgb(2, 80, 217);"">Pricing General Enhancements (Generally Available):</strong> The Revenue Operations Console adds a date and time hover and a currency column, and the Map Line Items element now supports up to 100 default tags and runs within Parallel Execution.</li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=release-notes.rn_salesforce_pricing.htm&amp;release=262&amp;type=5"" target=""_blank"" rel=""noopener noreferrer""><strong>Read More</strong></a></p>",,Price Management Learning Block 1,,,,
,true,"<p><span style=""font-size: 12px;"">Salesforce Pricing is a comprehensive, reliable, and user-friendly pricing solution. Your users can create customized price adjustment methods that define how discounts are applied to your products and services.</span></p><p><br></p><p><strong style=""font-size: 14px;"">Glossary</strong></p><p><br></p><ul><li><strong style=""font-size: 12px;"">Pricing Procedure : </strong><span style=""font-size: 12px;"">A Pricing Procedure is the price orchestration or pricing policy that users can define how to price their products or services. Users can also define custom logic and solutions to implement pricing strategies in any org.</span></li><li><strong style=""font-size: 12px;"">Price Waterfall : </strong><span style=""font-size: 12px;"">Price Waterfall provides detailed information about the outcome of pricing execution for any transaction. It outlines the step-by-step process of how the products or services are priced and details any discounts or adjustments that the transaction underwent.</span></li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=ind.pricing_essentials.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 42, 192);"" rel=""noopener noreferrer""><strong>Learn More</strong></a></p>",,Price Management Solution Overview Block,,,,
,true,"<p>Create customized price adjustment methods and pricing procedures. Determine the discounts to apply to your products and services by using price adjustment methods. Get visibility into the pricing calculation process by using pricing procedures.</p><p><br></p><p><a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/pricing_std_objects_parent.htm"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Salesforce Pricing Standard Objects</strong></a></p><ul><li>The Salesforce Pricing data model provides objects and fields to manage pricing processes, such as product management and calculation and application of discounts.</li></ul><p><a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/pricing_business_apis.htm"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Salesforce Pricing Business APIs</strong></a></p><ul><li>Perform pricing request, create context instance, sync pricing data, and manage pricing recipes and pricing waterfall details by using the Salesforce Pricing Business APIs.</li></ul><p><a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/pricing_invocable_actions_parent.htm"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Salesforce Pricing Standard Invocable Actions</strong></a></p><ul><li>Learn more about the standard invocable actions available with Salesforce Pricing.</li></ul><p><a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/pricing_metadata_api_parent.htm"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Salesforce Pricing Metadata API Types</strong></a></p><ul><li>Metadata API enables you to access some types and feature settings that you can customize in the user interface.</li></ul><p><a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/pricing_tooling_api_parent.htm"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Salesforce Pricing Tooling API Objects</strong></a></p><ul><li>Tooling API exposes metadata used in developer tooling that you can access through REST or SOAP. Tooling API’s SOQL capabilities for many metadata types allow you to retrieve smaller pieces of metadata.</li></ul><p>↗ <a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/pricing_overview.htm"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Go to the Salesforce Pricing Developer Guide</strong></a></p>",Customize Capabilities,Price Management Customize Capabilities Popup Text Block,,,,
,true,"<h1><strong>Transaction Management Learning Hub</strong></h1><p style=""text-align: center;""><img src=""/resource/InAppLearningImages/transaction-management-learning-block-1.png"" alt=""Transaction Management""></p><p style=""text-align: center;""><br></p><p><a href=""https://trailhead.salesforce.com/content/learn/modules/efficient-sales-with-revenue-cloud"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Efficient Sales with Agentforce Revenue Management</strong></a></p><p>Learn how Transaction Management simplifies the quote-creation and order-capture experience.</p><p><br></p><p><a href=""https://trailhead.salesforce.com/content/learn/modules/asset-lifecycle-management-with-revenue-cloud"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Asset Lifecycle Management with Agentforce Revenue Management</strong></a></p><p>Support customers and manage assets to strengthen post-sales relationship.</p>",,Transaction Management Learning Block 1,,,,
,true,"<p><strong style=""font-size: 18px;"">Summer &#39;26 Release Notes</strong></p><p><br></p><ul><li><strong style=""color: rgb(2, 80, 217);"">Guided Ramp Schedule Generation with Trial and Prorated Segments (Generally Available):</strong> Replace slow manual cloning for multi-year ramp deals with guided generation that supports free or trial segments and prorated stub periods; reps start from the Create Ramp Schedule action.</li><li><strong style=""color: rgb(2, 80, 217);"">Early Renewal for Ramped Asset (Generally Available):</strong> Renew a ramped asset ahead of schedule by setting a future renewal start date — the renewal quote replaces the remainder of the existing ramp schedule with new ramp segments.</li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=release-notes.rn_transaction_management.htm&amp;release=262&amp;type=5"" target=""_blank"" rel=""noopener noreferrer""><strong>Read More</strong></a></p>",,Transaction Management Learning Block 2,,,,
,true,"<p><span style=""font-size: 12px;"">Transaction Management empowers sales reps to create and manage quotes, orders, renewals, and amendments, streamlining subscription lifecycles and ensuring transaction integrity. Reps can also create assets for insights into customer purchases, enhancing support and fostering long-term relationships.</span></p><p><br></p><p><strong style=""font-size: 14px;"">Glossary</strong></p><p><br></p><ul><li><strong style=""font-size: 12px;"">Asset: </strong><span style=""font-size: 12px;"">An asset is a product or service that your customers have purchased. In Agentforce Revenue Management, an asset has a lifecycle, where the asset can be amended, renewed, and cancelled.</span></li><li><strong style=""font-size: 12px;"">Asset Action</strong><span style=""font-size: 12px;"">: Represents a change made to the Asset. Represents a change made to the Asset. Asset actions include initial sale, amendment, renewal, and cancellation.</span></li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=ind.qocal_set_up_quote_and_order_capture.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Learn More</strong></a></p>",,Transaction Management Solution Overview Block,,,,
,true,"<h1><strong>Dynamic Revenue Orchestrator Learning Hub</strong></h1><p style=""text-align: center;""><img src=""/resource/InAppLearningImages/dro-learning-block-1.png"" alt=""DRO""></p><p><br></p><p><a href=""https://trailhead.salesforce.com/content/learn/modules/dynamic-revenue-orchestrator-foundations"" target=""_blank"" rel=""noopener noreferrer""><strong>Dynamic Revenue Orchestrator Foundations</strong></a></p><p>Handle orders with accuracy and efficiency to transform your order-to-cash process.</p>",,DRO Learning Block 1,,,,
