BasedOn.Code,CanRamp,ConfigureDuringSale,Description,DisplayUrl,Family,IsActive,IsAssetizable,IsSoldOnlyWithOtherProds,Name,ProductCode,QuantityUnitOfMeasure,SpecificationType,StockKeepingUnit,Type,UnitOfMeasure.UnitCode
,false,,Rack PDU 10A 230V C20 input C19 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 10A, 230V C20 input C19",QB-PDU-2026,,,QB-PDU-2026,,
,false,,Rack PDU 16A 230V C20 input C13 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 16A, 230V, C13 output",QB-PDU-2027,,,QB-PDU-2027,,
,false,,"Rack PDU 14.4kW, 208V, 3 phase CS8365 input C13 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 14.4kW, 208V, C13 output",QB-PDU-2028,,,QB-PDU-2028,,
,false,,"Rack PDU 5.7W, 208V, 3 phase CS8365 input C13 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 5.7W, 208V, C13 output",QB-PDU-2029,,,QB-PDU-2029,,
,false,Allowed,QB-PowerCore 1600S – a 1600W high-capacity single power supply built for performance-intensive configurations.,/resource/powersupply,Hardware,true,true,false,QB-PowerCore 1600S,QB-PWRCORE-1600S,,,QB-PWRCORE-1600S,,
,false,Allowed,QB-PowerCore 500S – a 500W single power supply designed for entry-level workloads and cost efficiency.,/resource/powersupply,Hardware,true,true,false,QB-PowerCore 500S,QB-PWRCORE-500S,,,QB-PWRCORE-500S,,
,false,Allowed,QB-PowerCore 800S – an 800W single power supply delivering balanced power for mid-tier servers.,/resource/powersupply,Hardware,true,true,false,QB-PowerCore 800S,QB-PWRCORE-800S,,,QB-PWRCORE-800S,,
,false,Allowed,QB-PowerSafe 1000D – dual 1000W redundant power supplies offering balanced resilience and scalability.,/resource/powersupply,Hardware,true,true,false,QB-PowerSafe 1000D,QB-PWRSAFE-1000D,,,QB-PWRSAFE-1000D,,
,false,Allowed,"QB-PowerSafe 2000D – dual 2000W redundant power supplies engineered for mission-critical, high-density workloads.",/resource/powersupply,Hardware,true,true,false,QB-PowerSafe 2000D,QB-PWRSAFE-2000D,,,QB-PWRSAFE-2000D,,
,false,Allowed,QB-PowerSafe 600D – dual 600W redundant power supplies ensuring uptime for essential business applications.,/resource/powersupply,Hardware,true,true,false,QB-PowerSafe 600D,QB-PWRSAFE-600D,,,QB-PWRSAFE-600D,,
Q-Rack PC,false,Allowed,"The Q-Rack 750 server is designed to bring excellent performance, expandability and deployment flexibility to organizations that must deploy multiple integrated servers in a minimum amount of space at a low cost.",/resource/powerswerve,Bundle,true,true,false,QuantumBit Q-Rack 750,QB-QRack-750,Each,,QB-QRack-750,Bundle,
PC-QB-DB,false,,QuantumBit Database (Quantity Commit),/resource/database,Software,true,true,false,QuantumBit Database (Quantity Commit),QB-QTY-CMT,Each,,QB-QTY-CMT,,
PCIe PC,false,Allowed,QB-RAIDForce 500 – a high-performance hardware RAID controller that delivers speed and redundancy for critical workloads.,/resource/RAIDController,Hardware,true,true,false,QB-RAIDForce 500,QB-RAID-500,,,QB-RAID-500,,
,false,,"Red Hat Enterprise Linux delivers military-grade security, 99.999% uptime, support for business-critical workloads.",/resource/RLM_quantumBit_logo_sq,3rd Party Software,true,true,false,Red Hat Enterprise Linux,QB-REDHAT,,,QB-REDHAT,,
,false,,One-time fee to access premium customer success services as you navigate your data transformation.,/resource/ps_adv_serv,Services,true,true,false,"QuantumBit Advisory Services, CSM Premium",QB-SRV-AS,,,QB-SRV-AS,,
PC-QB-PS-RESOURCES,false,Allowed,"Data Normalization Experts engage early in the project and assist customers in normalizing, cleaning, and de-duping data, and can perform upload and update functions.",/resource/ps_dn_expert,Services,true,true,false,Data Normalization Expert,QB-SRV-DNE,,,QB-SRV-DNE,,
PC-QB-PS-RESOURCES,false,Allowed,Our certified Implementation Engineers bring a wealth of application expertise and integration experience to ensure the clients other systems are connected.,/resource/ps_imp_engineer,Services,true,true,false,Implementation Engineer,QB-SRV-IMP,,,QB-SRV-IMP,,
PC-QB-PS-RESOURCES,false,Allowed,Our certified Integration Specialist Engineers bring a wealth of application expertise and integration experience to ensure the clients other systems are connected.,/resource/ps_int_specialist,Services,true,true,false,Integration Specialist Engineer,QB-SRV-ISE,,,QB-SRV-ISE,,
PC-QB-PS-RESOURCES,false,Allowed,"Our certified Module Extension Engineers specialize in configuring and customizing the additional modules to a clients specifications, and work closely with the Core System Engineers.",/resource/ps_mod_ext_eng,Services,true,true,false,Module Extension Engineer,QB-SRV-MEE,,,QB-SRV-MEE,,
,false,,Professional Services - Associate Consultant Daily Rate,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Professional Services - Associate Consultant Daily Rate,QB-SRV-OG-AC-PSH,,,QB-SRV-OG-AC-PSH,,
,false,,Professional project management services option to be priced on a per-day basis.,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Professional Services - Project Management Daily Rate,QB-SRV-OG-PM-PSH,,,QB-SRV-OG-PM-PSH,,
PC-QB-SERVICES,false,,Professional services option to be priced on a per-day basis.,/resource/ps_daily_rate,Services,true,true,false,Professional Services Daily Rate,QB-SRV-OG-PSH,,,QB-SRV-OG-PSH,,
,false,,Professional services billed at the end of each month based on consumed hours.,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Professional Service Hours (Consumption),QB-SRV-OG-PSHC,,,QB-SRV-OG-PSHC,,
,false,,"The Program Director provides executive leadership, subject matter expertise, and program oversight.",/resource/ps_prog_dir,Services,true,true,false,Program Director,QB-SRV-PD,,,QB-SRV-PD,,
,false,,"The Project Manager ensures a projects timely and efficient delivery by coordinating meetings, tracking progress, escalating issues, and proctoring weekly status reports.",/resource/ps_proj_mgr,Services,true,true,false,Project Manager,QB-SRV-PMN,,,QB-SRV-PMN,,
,false,,"For mission critical deployments, you need QuantumBit up and running as fast as possible. Select the premium success plan for everything included in the standard plan AND direct access to our advanced support team 24/7.",/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Premium Success Plan,QB-SRV-PRM-SP,,,QB-SRV-PRM-SP,,
PC-QB-PS-RESOURCES,false,Allowed,Quality Assurance Engineers test and support the activities prior to a successful Go-Live launch.,/resource/ps_qa_engineer,Services,true,true,false,Quality Assurance Engineer,QB-SRV-QAE,,,QB-SRV-QAE,,
,false,,Basic Consulting package for implementation managed by 3rd party SI/Partner on Fixed Fee basis.,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Quick Start Enablement,QB-SRV-QSE,,,QB-SRV-QSE,,
,false,,Our Solution Architects are responsible for analyzing customer requirements and designing the optimal solution capabilities.,/resource/ps_sol_arch,Services,true,true,false,Solutions Architect,QB-SRV-SAT,,,QB-SRV-SAT,,
PC-QB-SERVICES,false,,Implementation managed by in-house professional services with an agreed upon scope of work.,/resource/ps_scope,Services,true,true,false,Professional Services Scope of Work,QB-SRV-SOW,,,QB-SRV-SOW,,
PC-QB-STORAGE,false,Allowed,Q-Drive NVX 16TB – Large capacity for data-intensive applications,/resource/hd_8tb_72k,Hardware,true,true,false,Q-Drive NVX 16TB,QB-SSD 16TB,Each,,QB-SSD 16TB,,
PC-QB-STORAGE,false,Allowed,Q-Drive NVX 2TB – Entry-level enterprise SSD for OS & light workloads,/resource/hd_8tb_72k,Hardware,true,true,false,Q-Drive NVX 2TB,QB-SSD 2TB,Each,,QB-SSD 2TB,,
PC-QB-STORAGE,false,Allowed,"Q-Drive NVX Ultra 30TB – Flagship, ultra-dense SSD for maximum storage",/resource/hd_8tb_72k,Hardware,true,true,false,Q-Drive NVX Ultra 30TB,QB-SSD 30TB,Each,,QB-SSD 30TB,,
PC-QB-STORAGE,false,Allowed,Q-Drive NVX 4TB – Balanced capacity & performance tier,/resource/hd_8tb_72k,Hardware,true,true,false,Q-Drive NVX 4TB,QB-SSD 4TB,Each,,QB-SSD 4TB,,
PC-QB-STORAGE,false,Allowed,Q-Drive NVX 8TB – High-capacity drive for mixed workloads,/resource/hd_8tb_72k,Hardware,true,true,false,Q-Drive NVX 8TB,QB-SSD 8TB,Each,,QB-SSD 8TB,,
,false,,"For mission critical deployments, you need QuantumBit up and running as fast as possible. Select the standard success plan for access to documentation, online case management and phone support.",/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Standard Success Plan,QB-STD-SP,,,QB-STD-SP,,
,false,,"System maintenance, administration, and configuration performed by a certified technician. 15% of hardware.",/resource/silv_maint,Services,true,true,false,Silver Hardware Maintenance,QB-SUPP-1000,,,QB-SUPP-1000,,
,false,,"System maintenance, administration, and configuration performed by a certified technician. Also includes 24x7 phone service and monthly on-site check-ups. 20% of hardware.",/resource/gold_maint,Services,true,true,false,Gold Hardware Maintenance,QB-SUPP-1005,,,QB-SUPP-1005,,
,true,,"Upgrade, Bug Fixes, and Patched for Perpetual Licenses. Early Access to BETA Releases. Upgrade and Patch Assistance. 20% of Licensing",/resource/soft_maint2,Services,true,true,false,Software Maintenance,QB-SUPP-2000,,,QB-SUPP-2000,,
,false,,,,,true,true,false,Quantum Tokens Definition,QB-TOKEN-DEF,,,QB-TOKEN-DEF,,
,false,,,,,true,true,false,QuantumBit Tokens Pack,QB-TOKENS-PACK,,,QB-TOKENS-PACK,,
PC-QB-SERVICES,false,,"With our Essentials Training, you'll get access to live webinars, self-paced learning modules, and powerful analysis tools.",/resource/essential_train,Services,true,true,false,QuantumBit Essentials Training,QB-TRN-ESSNTLS,,,QB-TRN-ESSNTLS,,
PC-QB-SERVICES,false,,"With our Fundamentals Training you will read, watch videos, and participate in activities aimed to give hands-on experience with the basics of the tool.",/resource/fund_training,Services,true,true,false,QuantumBit Fundamentals Training,QB-TRN-FUND,,,QB-TRN-FUND,,
,false,,"vSphere Desktop can be used to power virtual desktops, as well as the underlying infrastructure for the VDI environment.",/resource/RLM_quantumBit_logo_sq,3rd Party Software,true,true,false,vSphere Desktop,QB-VMW-D,,,QB-VMW-D,,
,false,,"vSphere Enterprise includes the full range of vSphere features for transforming datacenters into dramatically simplified cloud computing environments providing the next generation of flexible, reliable IT services.",/resource/RLM_quantumBit_logo_sq,3rd Party Software,true,true,false,vSphere Enterprise,QB-VMW-E,,,QB-VMW-E,,
,false,,vSphere Standard provides an entry solution for basic consolidation of applications to slash hardware costs while accelerating application deployment.,/resource/RLM_quantumBit_logo_sq,3rd Party Software,true,true,false,vSphere Standard,QB-VMW-S,,,QB-VMW-S,,
PCIe PC,false,Allowed,"QB-Accel VegaX200 - high-performance GPU designed for AI/ML workloads, deep learning, and high-throughput training.",/resource/intel_e52609,Hardware,true,true,false,QB-Accel VegaX200,QB-VegaX200,,,QB-VegaX200,,
,false,,Default shipping product to calculate standard shipping charges.,/resource/RLM_quantumBit_logo_sq,,true,true,false,Shipping Charge Product,,,,9999999,,
,false,Allowed,,,,true,false,false,Switch ASIC,PROD-1000281857,,,PROD-1000281857,Bundle,
,false,Allowed,,,,true,false,false,PDU Outlet Whip,PROD-1002254785,,,PROD-1002254785,,
,false,Allowed,,,,true,false,false,Network Fabric,PROD-1008704562,,,PROD-1008704562,Bundle,
,false,Allowed,,,,true,false,false,NVMe U.2 SSD 3.84TB,PROD-1038139044,,,PROD-1038139044,,
,false,Allowed,,,,true,false,false,Breaker Set,PROD-1046989797,,,PROD-1046989797,Bundle,
,false,Allowed,,,,true,false,false,Charger Module,PROD-1054187061,,,PROD-1054187061,Bundle,
,false,Allowed,,,,true,false,false,Bypass Switch,PROD-1065068854,,,PROD-1065068854,,
,false,Allowed,,,,true,false,false,Front Door,PROD-1066573967,,,PROD-1066573967,Bundle,
,false,Allowed,,,,true,false,false,Dual PSU & Fan Modules,PROD-1078575407,,,PROD-1078575407,Bundle,
,false,Allowed,,,,true,false,false,1U LCD Tray,PROD-111239623,,,PROD-111239623,,
,false,Allowed,,,,true,false,false,Perforated Doors,PROD-1128940216,,,PROD-1128940216,Bundle,
,false,Allowed,,,,true,false,false,Metering Board,PROD-1153963439,,,PROD-1153963439,Bundle,
,false,Allowed,,,,true,false,false,Online UPS Module,PROD-1160394163,,,PROD-1160394163,Bundle,
,false,Allowed,,,,true,false,false,Outlet Strips,PROD-1167731127,,,PROD-1167731127,Bundle,
,false,Allowed,,,,true,false,false,Cable Tie Pack,PROD-1176699896,,,PROD-1176699896,,
,false,Allowed,,,,true,false,false,External Battery Pack,PROD-1202444971,,,PROD-1202444971,Bundle,
,false,Allowed,,,,true,false,false,Generic Component A,PROD-1223537488,,,PROD-1223537488,Bundle,
,false,Allowed,,,,true,false,false,Generic Component A,PROD-1232611253,,,PROD-1232611253,Bundle,
,false,Allowed,,,,true,false,false,Redundant PDUs (A/B),PROD-1234105735,,,PROD-1234105735,Bundle,
,false,Allowed,,,,true,false,false,PSU Set (2x),PROD-1247640563,,,PROD-1247640563,,
,false,Allowed,,,,true,false,false,USB Console Cable,PROD-1249967782,,,PROD-1249967782,,
,false,Allowed,,,,true,false,false,Generic Component A,PROD-1289692484,,,PROD-1289692484,Bundle,
,false,Allowed,,,,true,false,false,Brush Strips & Baffles,PROD-1298719794,,,PROD-1298719794,Bundle,
,false,Allowed,,,,true,false,false,Mgmt Appliance Chassis,PROD-1302496369,,,PROD-1302496369,,
,false,Allowed,,,,true,false,false,24‑bay NVMe JBOF,PROD-1310694555,,,PROD-1310694555,,
,false,Allowed,,,,true,false,false,Rails & Mounting,PROD-1324161108,,,PROD-1324161108,Bundle,
,false,Allowed,,,,true,false,false,24‑bay SAS Shelf,PROD-1361853679,,,PROD-1361853679,,
,false,Allowed,,,,true,false,false,Dual IOM (PCIe),PROD-1380327064,,,PROD-1380327064,,
,false,Allowed,,,,true,false,false,Outlet Strips,PROD-1427074895,,,PROD-1427074895,Bundle,
,false,Allowed,,,,true,false,false,Generic Component B,PROD-1448587501,,,PROD-1448587501,Bundle,
,false,Allowed,,,,true,false,false,128x 100GbE Spine,PROD-1472536093,,,PROD-1472536093,Bundle,
,false,Allowed,,,,true,false,false,Compute Cluster,PROD-148835828,,,PROD-148835828,Bundle,
,false,Allowed,,,,true,false,false,Dual IOM (SAS),PROD-1491788725,,,PROD-1491788725,,
,false,Allowed,,,,true,false,false,Rack Screw & Cage Nut (set),PROD-1511371870,,,PROD-1511371870,,
,false,Allowed,,,,true,false,false,RJ‑45 Patch 3m,PROD-1514472773,,,PROD-1514472773,,
,false,Allowed,,,,true,false,false,1U Dual‑CPU Servers,PROD-1517433427,,,PROD-1517433427,Bundle,
,false,Allowed,,,,true,false,false,Fan Controller Board,PROD-1533783581,,,PROD-1533783581,Bundle,
,false,Allowed,,,,true,false,false,Generic Component B,PROD-1536519560,,,PROD-1536519560,Bundle,
,false,Allowed,,,,true,false,false,Generic Component A,PROD-1547313492,,,PROD-1547313492,Bundle,
,false,Allowed,,,,true,false,false,42U Uprights/Beams,PROD-1559036382,,,PROD-1559036382,Bundle,
,false,Allowed,,,,true,false,false,In‑Rack Fan Trays,PROD-1563124993,,,PROD-1563124993,Bundle,
,false,Allowed,,,,true,false,false,Side Panels,PROD-1563341377,,,PROD-1563341377,Bundle,
,false,Allowed,,,,true,false,false,Rail Mount Bracket,PROD-1574258426,,,PROD-1574258426,,
,false,Allowed,,,,true,false,false,Generic Component B,PROD-1576658789,,,PROD-1576658789,Bundle,
,false,Allowed,,,,true,false,false,Rear Door,PROD-1593141905,,,PROD-1593141905,Bundle,
,false,Allowed,,,,true,false,false,PDU‑A (30A/3‑phase),PROD-159863330,,,PROD-159863330,Bundle,
,false,Allowed,,,,true,false,false,Airflow Management (Blanking/Brush),PROD-1603627899,,,PROD-1603627899,Bundle,
,false,Allowed,,,,true,false,false,Motherboard (2‑socket),PROD-1607828377,,,PROD-1607828377,,
,false,Allowed,,,,true,false,false,Blanking Panels Set,PROD-1609709205,,,PROD-1609709205,Bundle,
,false,Allowed,,,,true,false,false,Dual NIC & BMC,PROD-1616292046,,,PROD-1616292046,,
,false,Allowed,,,,true,false,false,M.2 SSD 512GB (OS),PROD-1673140239,,,PROD-1673140239,,
,false,Allowed,,,,true,false,false,Battery String,PROD-1704766065,,,PROD-1704766065,,
,false,Allowed,,,,true,false,false,Security & Safety,PROD-1744092313,,,PROD-1744092313,Bundle,
,false,Allowed,,,,true,false,false,Inverter Module,PROD-1766568232,,,PROD-1766568232,Bundle,
,false,Allowed,,,,true,false,false,Heatsink Assembly,PROD-1768772247,,,PROD-1768772247,,
,false,Allowed,,,,true,false,false,Hot‑swap Fan Tray,PROD-1776230868,,,PROD-1776230868,Bundle,
,false,Allowed,,,,true,false,false,Inlet Cordset (IEC‑309),PROD-1795624702,,,PROD-1795624702,,
,false,Allowed,,,,true,false,false,Hardware Kit,PROD-1803530052,,,PROD-1803530052,Bundle,
,false,Allowed,,,,true,false,false,LCD/KVM‑over‑IP Console,PROD-1809409779,,,PROD-1809409779,Bundle,
,false,Allowed,,,,true,false,false,NVMe Backplane Cable,PROD-186801522,,,PROD-186801522,,
,false,Allowed,,,,true,false,false,2U Dual‑CPU Servers,PROD-1878093187,,,PROD-1878093187,Bundle,
,false,Allowed,,,,true,false,false,Breaker Module 30A,PROD-188088183,,,PROD-188088183,,
,false,Allowed,,,,true,false,false,Cabling & Harnesses,PROD-1897393325,,,PROD-1897393325,Bundle,
,false,Allowed,,,,true,false,false,PSU Power Cord (C19),PROD-1917148511,,,PROD-1917148511,,
,false,Allowed,,,,true,false,false,SAS Cable (Mini‑SAS HD),PROD-192607526,,,PROD-192607526,,
,false,Allowed,,,,true,false,false,Smart Rack Locks & Access,PROD-1939884557,,,PROD-1939884557,Bundle,
,false,Allowed,,,,true,false,false,Management & Monitoring,PROD-1941355444,,,PROD-1941355444,Bundle,
,false,Allowed,,,,true,false,false,Kensington Lock Anchor,PROD-1956857281,,,PROD-1956857281,,
,false,Allowed,,,,true,false,false,Rear Door,PROD-1977133047,,,PROD-1977133047,Bundle,
,false,Allowed,,,,true,false,false,Leveling Foot,PROD-2001013682,,,PROD-2001013682,,
,false,Allowed,,,,true,false,false,Cooling System,PROD-2003786421,,,PROD-2003786421,Bundle,
,false,Allowed,,,,true,false,false,Front Door,PROD-2004313496,,,PROD-2004313496,Bundle,
,false,Allowed,,,,true,false,false,25/100GbE NIC,PROD-2006854732,,,PROD-2006854732,,
,false,Allowed,,,,true,false,false,Harness,PROD-2035320005,,,PROD-2035320005,Bundle,
,false,Allowed,,,,true,false,false,Universal Sliding Rails,PROD-204534203,,,PROD-204534203,,
,false,Allowed,,,,true,false,false,Motherboard (2‑socket),PROD-2058355083,,,PROD-2058355083,,
,false,Allowed,,,,true,false,false,Generic Component B,PROD-2059567741,,,PROD-2059567741,Bundle,
,false,Allowed,,,,true,false,false,Rear Door,PROD-2063526037,,,PROD-2063526037,Bundle,
,false,Allowed,,,,true,false,false,Chassis & Backplane (2U),PROD-2108848830,,,PROD-2108848830,,
,false,Allowed,,,,true,false,false,SmartNIC 2x100GbE,PROD-2115474628,,,PROD-2115474628,,
,false,Allowed,,,,true,false,false,Storage Subsystem,PROD-2116311267,,,PROD-2116311267,Bundle,
,false,Allowed,,,,true,false,false,Temp Probe Cable,PROD-217263495,,,PROD-217263495,,
,false,Allowed,,,,true,false,false,Environmental & Fire Sensors,PROD-217937560,,,PROD-217937560,,
,false,Allowed,,,,true,false,false,Leak Sensor Rope 3m,PROD-275930088,,,PROD-275930088,,
,false,Allowed,,,,true,false,false,Fan Module Set,PROD-279707357,,,PROD-279707357,Bundle,
,false,Allowed,,,,true,false,false,LC‑LC OM4 Patch 2m,PROD-293991009,,,PROD-293991009,,
,false,Allowed,,,,true,false,false,Airflow Blanking Panel 1U,PROD-310172567,,,PROD-310172567,,
,false,Allowed,,,,true,false,false,Doors & Panels,PROD-322363365,,,PROD-322363365,Bundle,
,false,Allowed,,,,true,false,false,SAS HDD 12TB,PROD-337489460,,,PROD-337489460,,
,false,Allowed,,,,true,false,false,Aggregation/Spine Switches,PROD-356310368,,,PROD-356310368,Bundle,
,false,Allowed,,,,true,false,false,Velcro Strap Pack,PROD-362281425,,,PROD-362281425,,
,false,Allowed,,,,true,false,false,Generic Component B,PROD-384361183,,,PROD-384361183,Bundle,
,false,Allowed,,,,true,false,false,QSFP28 100G Transceiver,PROD-384933134,,,PROD-384933134,,
,false,Allowed,,,,true,false,false,Fan Tray Frame,PROD-387008033,,,PROD-387008033,Bundle,
,false,Allowed,,,,true,false,false,DDR5 DIMM 32GB,PROD-398656864,,,PROD-398656864,,
,false,Allowed,,,,true,false,false,Thermal Paste Pack,PROD-406950016,,,PROD-406950016,,
,false,Allowed,,,,true,false,false,Side Panel Set,PROD-409095263,,,PROD-409095263,Bundle,
,false,Allowed,,,,true,false,false,Drive Tray Latch,PROD-410431707,,,PROD-410431707,,
,false,Allowed,,,,true,false,false,Switch Mainboard,PROD-416568204,,,PROD-416568204,Bundle,
,false,Allowed,,,,true,false,false,Electro‑mechanical Lock,PROD-44164144,,,PROD-44164144,,
,false,Allowed,,,,true,false,false,Brush Strip 1U,PROD-448734868,,,PROD-448734868,,
PC-QB-SERVER,false,Allowed,,/resource/omniserver,Bundle,true,false,false,QuantumBit - OmniRack DC42 Series,PROD-455868158,Each,,PROD-455868158,Bundle,
,false,Allowed,,,,true,false,false,Cable Management Hook,PROD-460189389,,,PROD-460189389,,
,false,Allowed,,,,true,false,false,Generic Component A,PROD-462218852,,,PROD-462218852,Bundle,
,false,Allowed,,,,true,false,false,Copper Harness Kits,PROD-490571009,,,PROD-490571009,,
,false,Allowed,,,,true,false,false,Upright Posts,PROD-498531761,,,PROD-498531761,Bundle,
,false,Allowed,,,,true,false,false,SAS/NL‑SAS Disk Shelves,PROD-518530525,,,PROD-518530525,Bundle,
,false,Allowed,,,,true,false,false,PDU‑B (30A/3‑phase),PROD-518677116,,,PROD-518677116,Bundle,
,false,Allowed,,,,true,false,false,Fiber Harness Kits,PROD-522303157,,,PROD-522303157,,
,false,Allowed,,,,true,false,false,C13‑C14 Power Cord,PROD-536938805,,,PROD-536938805,,
,false,Allowed,,,,true,false,false,Power System,PROD-544673184,,,PROD-544673184,Bundle,
,false,Allowed,,,,true,false,false,Metering Board,PROD-545409999,,,PROD-545409999,Bundle,
,false,Allowed,,,,true,false,false,Label Sheet (Avery),PROD-550606303,,,PROD-550606303,,
,false,Allowed,,,,true,false,false,Chassis & Backplane (1U),PROD-557364787,,,PROD-557364787,,
,false,Allowed,,,,true,false,false,Side Panel Set,PROD-597705628,,,PROD-597705628,Bundle,
,false,Allowed,,,,true,false,false,Cross‑Beams,PROD-604480020,,,PROD-604480020,Bundle,
,false,Allowed,,,,true,false,false,Hot‑swap Fan Module,PROD-617615202,,,PROD-617615202,,
,false,Allowed,,,,true,false,false,Frame Assembly,PROD-630065671,,,PROD-630065671,Bundle,
,false,Allowed,,,,true,false,false,MCU Board,PROD-630070740,,,PROD-630070740,Bundle,
,false,Allowed,,,,true,false,false,ESD Wrist Strap,PROD-65259457,,,PROD-65259457,,
,false,Allowed,,,,true,false,false,RJ‑45 Patch 1m,PROD-657569692,,,PROD-657569692,,
,false,Allowed,,,,true,false,false,Generic Component A,PROD-6630506,,,PROD-6630506,Bundle,
,false,Allowed,,,,true,false,false,OOB Mgmt Gateway,PROD-670848332,,,PROD-670848332,Bundle,
,false,Allowed,,,,true,false,false,Dual PSU & Fan Modules,PROD-683520187,,,PROD-683520187,Bundle,
,false,Allowed,,,,true,false,false,Breaker Set,PROD-689623762,,,PROD-689623762,Bundle,
,false,Allowed,,,,true,false,false,Rack UPS & Battery Pack,PROD-697645794,,,PROD-697645794,Bundle,
,false,Allowed,,,,true,false,false,KVM Switch Core,PROD-711527748,,,PROD-711527748,,
,false,Allowed,,,,true,false,false,EMI Shield Gasket,PROD-720237395,,,PROD-720237395,,
,false,Allowed,,,,true,false,false,Side Panel Set,PROD-755090702,,,PROD-755090702,Bundle,
,false,Allowed,,,,true,false,false,Caster Wheel,PROD-764576755,,,PROD-764576755,,
,false,Allowed,,,,true,false,false,CPU (Sapphire Rapids),PROD-775691186,,,PROD-775691186,,
,false,Allowed,,,,true,false,false,Hot‑swap Fan (x6),PROD-77740090,,,PROD-77740090,Bundle,
,false,Allowed,,,,true,false,false,Top‑of‑Rack Switches,PROD-781554326,,,PROD-781554326,Bundle,
,false,Allowed,,,,true,false,false,MPO‑12 OM4 Trunk 10m,PROD-784779396,,,PROD-784779396,,
,false,Allowed,,,,true,false,false,Rack Enclosure (42U),PROD-789058761,,,PROD-789058761,Bundle,
,false,Allowed,,,,true,false,false,Vertical Cable Managers,PROD-795190764,,,PROD-795190764,,
,false,Allowed,,,,true,false,false,Leveling Feet & Casters,PROD-799314932,,,PROD-799314932,Bundle,
,false,Allowed,,,,true,false,false,Generic Component B,PROD-828674135,,,PROD-828674135,Bundle,
,false,Allowed,,,,true,false,false,Documentation Packet,PROD-84107093,,,PROD-84107093,,
,false,Allowed,,,,true,false,false,Smoke Detector Head,PROD-844684431,,,PROD-844684431,,
,false,Allowed,,,,true,false,false,Bypass Module,PROD-860612882,,,PROD-860612882,Bundle,
,false,Allowed,,,,true,false,false,32x 100GbE Switch (TOR),PROD-86201530,,,PROD-86201530,Bundle,
,false,Allowed,,,,true,false,false,SFP28 25G Transceiver,PROD-890173745,,,PROD-890173745,,
,false,Allowed,,,,true,false,false,Door Lock Key Set,PROD-915112779,,,PROD-915112779,,
,false,Allowed,,,,true,false,false,Fan Screws (set),PROD-942049373,,,PROD-942049373,,
,false,Allowed,,,,true,false,false,Front Door,PROD-950775878,,,PROD-950775878,Bundle,
,false,Allowed,,,,true,false,false,PCIe Riser,PROD-9614201,,,PROD-9614201,,
,false,Allowed,,,,true,false,false,Grounding Kit,PROD-961586782,,,PROD-961586782,,
,false,Allowed,,,,true,false,false,QSFP28 DAC 1m,PROD-970871438,,,PROD-970871438,,
,false,Allowed,,,,true,false,false,Rack Stabilizer Bracket,PROD-988309468,,,PROD-988309468,,
,false,Allowed,,,,true,false,false,NVMe JBOF Enclosures,PROD-990828007,,,PROD-990828007,Bundle,
,false,,,,,true,true,false,USD Resource Definition Product,RES-USD-DEF,,,RES-USD-DEF,,
PC-QB-SUB,false,Allowed,QuantumBit Subscription,/resource/subscription,Software,true,true,false,QuantumBit Subscription,TEST-SUB,Each,,TEST-SUB,,
